season,episode,clip,text,label,video_description
S05,E08,492,he just really knows where to kiss soft,Praise,"A woman in a blue polo shirt smiles and speaks, looking towards a man in a dark polo shirt. The man listens intently, his expression shifting from neutral to slightly surprised as he processes her words."
S04,E04,23,that's like six weeks away.,Inform,"A woman in a blue vest leans forward, her brow furrowed and mouth open in disbelief as she speaks. Her hands gesture emphatically on the desk. Across from her, a man in a light blue shirt listens, his back mostly to the camera."
S05,E08,564,"well, that's nice.",Praise,"A man in a blue vest sits at a desk, speaking to a woman whose back is to the camera. He gestures with his right hand, his expression shifting from neutral to slightly surprised or questioning as he talks."
S05,E10,86,"oh, so good to meet you in person.",Greet,"A man in a grey suit shakes hands with a woman in a purple blazer. The woman smiles warmly, holding a coffee cup. A third woman stands beside the man, smiling as she observes the greeting. The interaction is cordial and positive."
S04,E03,82,should we get a scented candle for our nightstand?,Advise,"A man in a brown jacket smiles as he picks up a candle from a store shelf. He turns to a woman in a blue ""Cloud9"" uniform, who is pushing a shopping cart. They are having a pleasant conversation, indicated by their smiles and relaxed body language."
S04,E04,469,"attention cloud 9 shoppers, i do not have an announcement",Inform,"A man in a suit and glasses sits at a desk, leaning forward to speak into a microphone. He appears to be making an announcement. A woman in a green costume stands to his left, facing him."
S05,E13,488,i--i totally get it.,Agree,"A man in a ""Cloud9"" uniform sits at a desk, speaking to a woman. He gestures with his right hand, palm up, as he says, ""I totally get it."" His expression is earnest and understanding, suggesting he is actively listening and empathizing with the other person."
S05,E11,548,now get back to work.,Arrange,"A woman in a dark blazer gestures expansively with both hands, palms up, as if explaining or dismissing something. Her expression is animated and engaged. A man in a blue vest stands beside her with his arms crossed, listening with a neutral, slightly skeptical expression."
S06,E01,564,it's pretty nice back here.,Praise,"A woman in a blue polo shirt, identified by her name tag as Dina, stands with her hands on her hips. She is speaking to a man in a white shirt, who is mostly seen from the back. Her expression is engaged and she appears to be explaining something to him."
S04,E06,42,"honestly, you're-- you're really beautiful.",Praise,"A man in a blue vest, identified as Jonah, speaks to a woman with her back to the camera. He gestures with his right hand, palm up, as he talks. His facial expression is engaged and earnest, suggesting he is making a sincere point or compliment."
S06,E04,503,"oh, i'm sorry, jonah.",Apologise,"The main speaker is a bald man in a plaid shirt, sitting at a desk. He speaks with a concerned expression, his hands clasped on the desk. His body language is engaged and attentive, suggesting he is actively listening and responding during the video call."
S05,E13,253,hey.,Greet,"A woman in a blue and white uniform leans forward on a table, speaking animatedly with a wide smile and expressive hand gestures. She appears enthusiastic and engaged in a lively conversation with the man sitting across from her."
S06,E08,54,"mom, come on.",Prevent,"A woman in a blue uniform points assertively at a young man in a vest. Her expression is stern and commanding. The young man looks down, appearing dejected or resigned. Another man stands beside him, holding a paper bag, observing the interaction."
S05,E17,234,"that's helpful, jeff. thank you.",Thank,"A man in a grey suit gestures with open palms while speaking to a woman in a green t-shirt. The woman, wearing a black blazer and a name tag, listens with a neutral expression. She then turns to another person, her expression shifting to one of polite acknowledgment as she says, ""Jeff, thank you."""
S06,E03,370,"ah, too much clothing for this horndog.",Taunt,"The woman in the center, Dina, stands with hands on her hips, looking upward with a surprised and slightly exasperated expression. To her right, Cheyenne stands with arms crossed, her expression shifting from neutral to a knowing smirk as she observes Dina."
S06,E08,126,so i think i've just been really lonely.,Complain,"A woman in a blue vest stands in a warehouse, holding a clipboard with a face mask. She looks down, then up at a seated man in a wheelchair, speaking with a pensive and slightly sad expression. Her body language is open and engaged in the conversation."
S04,E07,536,now we're...announcing it.,Inform,"A man in a plaid shirt sits at a table, speaking animatedly with open palms and expressive facial movements. He appears to be explaining something with enthusiasm. A woman in a blue vest listens attentively, smiling and nodding, indicating a positive and engaged interaction."
S04,E02,300,"no worries, i'm out of here.",Leave,"A man in a blue vest sits, smiling and looking off-camera. He appears relaxed and amused. His expression is cheerful and lighthearted, suggesting he is reacting to something pleasant or funny."
S05,E17,513,it wasn't cheyenne!,Oppose,"The man in the center, wearing a ""Zephra Cares"" shirt, is the main speaker. He gestures with his hands while speaking, his expression animated and earnest. The woman next to him listens intently, her expression serious and focused on him."
S04,E12,32,"well, we're supposed to stay open till 11:00.",Inform,"A man in a white shirt and blue tie, identified by his name tag as 'Glen', speaks animatedly. He gestures with his right hand, palm open, as he talks to a woman in a blue vest. His expression is engaged and explanatory, suggesting he is in the middle of a conversation or giving instructions."
